question,evaluation,word_tokens,sentiment
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,natural,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,resources,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,european,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,imperialism,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,version,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,implies,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,occurences,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,fallen,negative
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,meteorites,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,nama,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,people,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,tools,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,weapons,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,identified,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,awkward,negative
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,textually,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,makes,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,nama,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,people,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,inferior,negative
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,kinds,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,statements,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,handled,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,extra,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,care,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,heading,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,calls,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,exploitation,negative
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,cultures,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,peoples,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,nah,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,political,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,correctness,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,stick,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,immediately,NA
Gibeon 3: Was there anything confusing about any of the text?,Evaluation A,relevant,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,context,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,memorable,positive
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,specific,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,object,negative
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,gathered,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,object,negative
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,painting,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,significant,positive
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,succinct,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,description,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,meat,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,short,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,text,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,hate,negative
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,reading,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,descriptions,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,museums,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,times,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,feel,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,lose,negative
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,browsing,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,time,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,poring,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,texts,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,information,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,relates,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,coherent,positive
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,theme,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,exhibit,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,headlines,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,hope,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,details,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,print,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,items,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,significance,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,display,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,museum,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,display,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,history,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,pronounce,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,mammals,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,reference,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,modern,positive
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,day,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,iterations,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,animals,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,highlighting,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,twists,negative
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,tangents,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,dead,negative
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,evolution,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,depends,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,time,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,love,positive
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,read,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,short,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,version,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,time,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,love,positive
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,read,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,version,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,time,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,rushing,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,artifact,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,worthy,positive
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,note,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,artifact,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,date,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,time,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,period,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,i’m,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,background,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,explain,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,overbearing,negative
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,news,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,article,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,stop,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,reading,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,curiosity,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,aussuaged,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,format,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,description,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,scope,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,exhibit,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,shorter,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,labels,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,specimen,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,ties,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,broad,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,scope,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,exhibit,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,pictured,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,shown,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,relevant,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,historical,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,context,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,basic,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,geological,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,historic,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,context,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,judgments,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,peoples,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,exploited,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,true,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,add,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,information,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,relevant,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,exhibit,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,detail,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,amount,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,text,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,svidnyifiylsngusge,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,infrrdggxn,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,significance,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,exhibit,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,information,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,typical,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,narrative,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,information,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,unique,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,specific,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,exhibit,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,visual,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,exhibit,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,clarifying,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,context,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,colorful,positive
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,introduce,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,explain,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,explain,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,exhibit,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,detail,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,concise,positive
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,found,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,fits,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,earth,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,evolution,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,read,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,labels,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,children,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,prevents,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,versions,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,label,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,pictures,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,summary,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,details,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,adults,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,impressionable,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,children,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,tow,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,enjoy,positive
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,share,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,abridged,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,version,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,lookin,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,terms,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,understand,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,historical,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,context,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,past,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,combined,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,overview,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,exhibit,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,context,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,exhibit,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,finished,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,reading,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,label,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,left,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,unanswered,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,questions,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,scientific,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,cultural,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,aspects,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,display,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,info,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,related,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,period,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,learn,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,idea,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,picture,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,exciting,positive
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,buzz,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,words,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,bold,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,text,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,blocks,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,readers,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,exhibition,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,labels,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,provide,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,additional,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,information,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,visually,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,exhibition,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,item,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,purpose,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,science,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,exhibit,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,cool,positive
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,related,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,anecdotes,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,significant,positive
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,scientific,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,perspective,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,pertinent,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,historic,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,perspectives,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,understand,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,role,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,world,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,time,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,purpose,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,importance,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,context,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,historical,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,significance,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,relates,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,information,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,specific,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,display,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,happening,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,period,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,paragraph,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,label,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,data,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,object,negative
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,story,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,rest,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,detail,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,technical,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,learn,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,depth,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,reading,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,labels,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,context,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,finding,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,life,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,item,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,identify,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,object,negative
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,ideally,positive
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,cool,positive
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,exhibition,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,explicit,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,leave,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,label,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,understanding,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,role,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,discussed,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,played,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,life,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,evolution,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,wnat,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,lot,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,specimens,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,knowing,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,label,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,context,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,makes,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,happened,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,care,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,happened,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,history,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,meaningful,positive
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,context,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,reason,NA
"General 5: In general, what do you want exhibition label descriptions to tell you?",Evaluation A,exhibition,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,dinosaurs,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,dioramas,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,dinosaur,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,pict,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,oil,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,tanks,negative
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,pictures,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,nynh,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,imagination,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,hands,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,experience,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,children's,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,museum,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,rocks,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,dinosaurs,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,egypt,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,stuff,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,animals,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,teddy,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,roosevelt,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,nyc,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,museum,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,natural,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,history,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,natural,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,world,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,displays,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,exhibits,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,related,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,skeletal,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,structures,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,dinosaurs,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,history,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,earth,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,elucidating,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,natural,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,political,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,history,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,earth,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,inhabitants,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,evolution,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,scientific,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,artifacts,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,planet,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,variety,positive
